seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,train_retention,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf,knn_k
33,0.145,1,beta,max,1.0,raw,pca,0.05,1170,0.6937741972048032,0.4284402431508733,0.648602696393343,0.4790568968911169,5
42,0.096,1,beta,max,1.0,raw,pca,0.05,1104,0.7231670104008723,0.423355735823707,0.7216915773251708,0.4330360331133875,5
26,0.175,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.6546808684667327,0.4685849375975761,5
1,0.165,1,beta,max,1.0,raw,pca,0.05,1159,0.7086208778508322,0.4316992051086989,0.6721600832134785,0.4641300942100038,5
47,0.054,1,beta,max,1.0,raw,pca,0.05,1180,0.7574000898977267,0.3962844006079463,0.713215813910401,0.4255955492381185,5
14,0.14,1,beta,max,1.0,raw,pca,0.05,1211,0.6491750661636353,0.4519195801362393,0.6136051204084314,0.4846625858694349,5
16,0.088,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7217336879987482,0.4351727884872046,5
48,0.082,1,beta,max,1.0,raw,pca,0.05,1163,0.5829278949569789,0.4832390878997482,0.586375179254302,0.5145363441305469,5
12,0.175,1,beta,max,1.0,raw,pca,0.05,1196,0.7493616482512482,0.400034862727583,0.7343813411717202,0.4198294959365533,5
35,0.086,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.7607499198378501,0.4124904154617705,5
42,0.165,1,beta,max,1.0,raw,pca,0.05,1104,0.7231670104008723,0.423355735823707,0.7215217245026416,0.4285620776359765,5
45,0.14,1,beta,max,1.0,raw,pca,0.05,1146,0.7197321854710168,0.4223293048224421,0.7319675452736228,0.4247885163835669,5
29,0.14,1,beta,max,1.0,raw,pca,0.05,1119,0.7288415753824559,0.4214788095356044,0.6626952362801419,0.470385812513984,5
4,0.088,1,beta,max,1.0,raw,pca,0.05,1198,0.6755126400618203,0.4494250611605191,0.7009811227024342,0.4633870420555697,5
6,0.12,1,beta,max,1.0,raw,pca,0.05,1154,0.6825786339905942,0.441219779943824,0.6494268743438179,0.4797348682488124,5
15,0.165,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7290286473979909,0.4328224607898291,5
7,0.13,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.713252408616647,0.4352448446876703,5
12,0.095,1,beta,max,1.0,raw,pca,0.05,1196,0.7493616482512482,0.400034862727583,0.7375342615753653,0.4191774734269387,5
0,0.1,1,beta,max,1.0,raw,pca,0.05,1136,0.6857162905483808,0.4399725154669785,0.7077497595421546,0.4586667849141808,5
19,0.155,1,beta,max,1.0,raw,pca,0.05,1187,0.7064725008266285,0.4224778212984197,0.7116475394026232,0.4377744018511389,5
6,0.098,1,beta,max,1.0,raw,pca,0.05,1154,0.6825786339905942,0.441219779943824,0.6517862536134961,0.4788779152333607,5
41,0.115,1,beta,max,1.0,raw,pca,0.05,1171,0.710874979464022,0.4322547686199628,0.6904861108074528,0.4526274843724548,5
30,0.092,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6643717203898051,0.4669256471639127,5
24,0.1,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6459859709106697,0.4663917826800113,5
18,0.11,1,beta,max,1.0,raw,pca,0.05,1167,0.7563306180497675,0.4091034410765559,0.7618657065572703,0.4214514619635142,5
13,0.115,1,beta,max,1.0,raw,pca,0.05,1141,0.7288113891705338,0.4256533159312112,0.7262918639963672,0.4488042826748231,5
7,0.145,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.71510228794997,0.4348913314342671,5
35,0.11,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.763177604216646,0.4102602690539502,5
49,0.145,1,beta,max,1.0,raw,pca,0.05,1177,0.6896840654358156,0.4413163929178562,0.6996995967143597,0.4499363682050813,5
30,0.165,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6606173475762118,0.4712496232352534,5
7,0.17,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.7163609834691513,0.4347783480116706,5
13,0.092,1,beta,max,1.0,raw,pca,0.05,1141,0.7288113891705338,0.4256533159312112,0.7281626381766279,0.4480334358893711,5
24,0.086,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6489169515901443,0.4660026944997351,5
33,0.098,1,beta,max,1.0,raw,pca,0.05,1170,0.6937741972048032,0.4284402431508733,0.6522881735168493,0.4787897064635391,5
30,0.115,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6634440592203898,0.4681490542823425,5
1,0.115,1,beta,max,1.0,raw,pca,0.05,1159,0.7086208778508322,0.4316992051086989,0.674853605917403,0.4637679144388734,5
41,0.15,1,beta,max,1.0,raw,pca,0.05,1171,0.710874979464022,0.4322547686199628,0.688768272335492,0.4532791730431433,5
45,0.08,1,beta,max,1.0,raw,pca,0.05,1146,0.7197321854710168,0.4223293048224421,0.7317832389288619,0.4268994827287032,5
30,0.14,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6613591641679161,0.4706313683989561,5
33,0.13,1,beta,max,1.0,raw,pca,0.05,1170,0.6937741972048032,0.4284402431508733,0.6499615727585256,0.478676173466502,5
32,0.155,1,beta,max,1.0,raw,pca,0.05,1161,0.6284730163157161,0.4642517102281399,0.6734611630177103,0.4669539694022933,5
22,0.12,1,beta,max,1.0,raw,pca,0.05,1153,0.6904832053455318,0.4333785270391152,0.6658556269405218,0.4789490274612392,5
46,0.085,1,beta,max,1.0,raw,pca,0.05,1170,0.7178613999310662,0.4270715324198111,0.6578285366881128,0.4801787299701238,5
34,0.12,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7119831955188051,0.4468126960483963,5
25,0.096,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6585489850273539,0.4631084139037944,5
28,0.088,1,beta,max,1.0,raw,pca,0.05,1159,0.7028205675904594,0.4380661672960327,0.7064228405397884,0.4546076262014802,5
10,0.086,1,beta,max,1.0,raw,pca,0.05,1116,0.6929668562175824,0.431863476976287,0.7144997441423002,0.4439977176077061,5
35,0.17,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.7627703570901959,0.4101951035761594,5
24,0.135,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6409716568978616,0.4669215781941699,5
46,0.14,1,beta,max,1.0,raw,pca,0.05,1170,0.7178613999310662,0.4270715324198111,0.6525495940563726,0.482925630790163,5
19,0.096,1,beta,max,1.0,raw,pca,0.05,1187,0.7064725008266285,0.4224778212984197,0.7151021575002755,0.4384041027527979,5
39,0.16,1,beta,max,1.0,raw,pca,0.05,1120,0.718073844795916,0.4179144494266333,0.7378151912020802,0.4235556997040655,5
45,0.12,1,beta,max,1.0,raw,pca,0.05,1146,0.7197321854710168,0.4223293048224421,0.7331448245637733,0.4243786484135921,5
7,0.12,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.7123547697499133,0.4356975380366777,5
4,0.105,1,beta,max,1.0,raw,pca,0.05,1198,0.6755126400618203,0.4494250611605191,0.6998316498316499,0.4638326371024706,5
26,0.06,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.6653566867002837,0.466724661504537,5
21,0.098,1,beta,max,1.0,raw,pca,0.05,1192,0.6489549093973873,0.4477610946294569,0.685373999157185,0.4593686544537998,5
19,0.11,1,beta,max,1.0,raw,pca,0.05,1187,0.7064725008266285,0.4224778212984197,0.7144009010250193,0.4380933110453766,5
7,0.085,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.7058683283848847,0.4396540712176093,5
12,0.15,1,beta,max,1.0,raw,pca,0.05,1196,0.7493616482512482,0.400034862727583,0.7355345147944989,0.4193838887189393,5
36,0.086,1,beta,max,1.0,raw,pca,0.05,1194,0.6487364452423698,0.4547419145147369,0.6651806104129263,0.4766393662045133,5
3,0.155,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7134768171196655,0.447627441784149,5
49,0.17,1,beta,max,1.0,raw,pca,0.05,1177,0.6896840654358156,0.4413163929178562,0.702015109197089,0.4490544889581007,5
24,0.16,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6392878948225333,0.4674819484071283,5
25,0.086,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6595552596218447,0.4635356159743973,5
31,0.165,1,beta,max,1.0,raw,pca,0.05,1185,0.7453931367526015,0.4041402024850014,0.7503076550507322,0.421118004123397,5
25,0.1,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6581493245513005,0.4630573632326993,5
8,0.11,1,beta,max,1.0,raw,pca,0.05,1160,0.7040974764644351,0.4297175483600814,0.6909994624593212,0.4528347269504084,5
26,0.096,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.6619996518526959,0.4680115127767431,5
4,0.094,1,beta,max,1.0,raw,pca,0.05,1198,0.6755126400618203,0.4494250611605191,0.700611304299829,0.4635668133404733,5
36,0.11,1,beta,max,1.0,raw,pca,0.05,1194,0.6487364452423698,0.4547419145147369,0.661034829443447,0.4781679720049158,5
2,0.165,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.6985179168462473,0.4451676517953163,5
35,0.12,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.7626703006841282,0.4106481599590713,5
5,0.088,1,beta,max,1.0,raw,pca,0.05,1228,0.7214467174835477,0.4088724298306011,0.7217267434290515,0.4208310774783616,5
1,0.096,1,beta,max,1.0,raw,pca,0.05,1159,0.7086208778508322,0.4316992051086989,0.6775509810971851,0.4631690946171941,5
20,0.085,1,beta,max,1.0,raw,pca,0.05,1156,0.6712400196373556,0.4301920269638289,0.7052397638813762,0.4349744995907987,5
34,0.145,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7094594922282306,0.4476130439718989,5
17,0.088,1,beta,max,1.0,raw,pca,0.05,1179,0.6663172153635116,0.4534708216153698,0.6716663237311387,0.4702139247358458,5
18,0.18,1,beta,max,1.0,raw,pca,0.05,1167,0.7563306180497675,0.4091034410765559,0.7597073194914807,0.4229104087003285,5
14,0.092,1,beta,max,1.0,raw,pca,0.05,1211,0.6491750661636353,0.4519195801362393,0.6160684723238921,0.4864774421135406,5
16,0.105,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7223812823517767,0.4332639453732532,5
25,0.135,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6549048013245032,0.4636688772231573,5
1,0.1,1,beta,max,1.0,raw,pca,0.05,1159,0.7086208778508322,0.4316992051086989,0.6769076176289296,0.4633616855263366,5
34,0.074,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7163128349378016,0.4459007126110582,5
38,0.095,1,beta,max,1.0,raw,pca,0.05,1208,0.7014221271301337,0.4239827063144386,0.7041249905616945,0.4385395641986287,5
44,0.13,1,beta,max,1.0,raw,pca,0.05,1164,0.6813415037714103,0.4393098724846734,0.6801523868593686,0.4523086428813188,5
22,0.095,1,beta,max,1.0,raw,pca,0.05,1153,0.6904832053455318,0.4333785270391152,0.6684001113652464,0.4775377207232076,5
10,0.078,1,beta,max,1.0,raw,pca,0.05,1116,0.6929668562175824,0.431863476976287,0.713972413014388,0.4445471963553125,5
1,0.14,1,beta,max,1.0,raw,pca,0.05,1159,0.7086208778508322,0.4316992051086989,0.6731816313951099,0.4639961143816016,5
7,0.098,1,beta,max,1.0,raw,pca,0.05,1149,0.7785976593923614,0.3935400910427579,0.7086876005198302,0.4376427383543431,5
39,0.125,1,beta,max,1.0,raw,pca,0.05,1120,0.718073844795916,0.4179144494266333,0.7372104534936426,0.4235959273971492,5
9,0.09,1,beta,max,1.0,raw,pca,0.05,1221,0.7136920997515952,0.4235733954345593,0.6958337392236131,0.4500836711820594,5
38,0.185,1,beta,max,1.0,raw,pca,0.05,1208,0.7014221271301337,0.4239827063144386,0.6921582214156323,0.4407751923110695,5
11,0.086,1,beta,max,1.0,raw,pca,0.05,1225,0.7094207316861689,0.4276631962327394,0.7003299739392035,0.4503260027669751,5
16,0.165,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7223423245060816,0.4299197176352845,5
15,0.125,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7288474765202542,0.4336751053926376,5
29,0.088,1,beta,max,1.0,raw,pca,0.05,1119,0.7288415753824559,0.4214788095356044,0.6660707100958674,0.4712436152969232,5
9,0.16,1,beta,max,1.0,raw,pca,0.05,1221,0.7136920997515952,0.4235733954345593,0.6920096439530465,0.4523417016544643,5
13,0.15,1,beta,max,1.0,raw,pca,0.05,1141,0.7288113891705338,0.4256533159312112,0.7243398049529984,0.4501221404944825,5
24,0.125,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6421540893302942,0.4666644271586814,5
20,0.155,1,beta,max,1.0,raw,pca,0.05,1156,0.6712400196373556,0.4301920269638289,0.6955452893864208,0.4393964095074881,5
29,0.105,1,beta,max,1.0,raw,pca,0.05,1119,0.7288415753824559,0.4214788095356044,0.6648382598068132,0.4706883091791086,5
25,0.16,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6530962064497552,0.4642547433998046,5
17,0.094,1,beta,max,1.0,raw,pca,0.05,1179,0.6663172153635116,0.4534708216153698,0.6713137860082303,0.4702728330796989,5
33,0.155,1,beta,max,1.0,raw,pca,0.05,1170,0.6937741972048032,0.4284402431508733,0.6478171164695946,0.4793360003207948,5
27,0.175,1,beta,max,1.0,raw,pca,0.05,1126,0.6279216469303655,0.462207048014357,0.6363509135602662,0.4870104006238271,5
43,0.096,1,beta,max,1.0,raw,pca,0.05,1187,0.671945176168993,0.4447922093152109,0.7090952520328486,0.448649169729968,5
13,0.095,1,beta,max,1.0,raw,pca,0.05,1141,0.7288113891705338,0.4256533159312112,0.7278118298200549,0.4481374747110814,5
34,0.098,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.714663304153835,0.4463311473945086,5
8,0.13,1,beta,max,1.0,raw,pca,0.05,1160,0.7040974764644351,0.4297175483600814,0.6913886951805363,0.4526149246581976,5
26,0.1,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.6617374927381926,0.4680004007274591,5
20,0.17,1,beta,max,1.0,raw,pca,0.05,1156,0.6712400196373556,0.4301920269638289,0.695275569718492,0.4397566361829291,5
2,0.096,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.7038167179693816,0.4433771877659653,5
34,0.13,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7108174301025728,0.4471506362425091,5
10,0.185,1,beta,max,1.0,raw,pca,0.05,1116,0.6929668562175824,0.431863476976287,0.7169189807974591,0.4392984923526815,5
23,0.145,1,beta,max,1.0,raw,pca,0.05,1176,0.7007906827723996,0.4244378095110878,0.6268119116784401,0.4595974176133035,5
32,0.18,1,beta,max,1.0,raw,pca,0.05,1161,0.6284730163157161,0.4642517102281399,0.6724989541207642,0.4676266880040624,5
2,0.115,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.701892547377441,0.4438512485136362,5
2,0.1,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.7033417321870767,0.4434409717641661,5
49,0.082,1,beta,max,1.0,raw,pca,0.05,1177,0.6896840654358156,0.4413163929178562,0.6905311961062985,0.4554616269949997,5
37,0.11,1,beta,max,1.0,raw,pca,0.05,1111,0.7251955403131741,0.4198990926550601,0.7258080956657272,0.4390668909525296,5
35,0.074,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.7587786331007657,0.4136993507143642,5
39,0.095,1,beta,max,1.0,raw,pca,0.05,1120,0.718073844795916,0.4179144494266333,0.736064195233665,0.4249488322927668,5
14,0.115,1,beta,max,1.0,raw,pca,0.05,1211,0.6491750661636353,0.4519195801362393,0.6152320888938941,0.4846872738235703,5
14,0.1,1,beta,max,1.0,raw,pca,0.05,1211,0.6491750661636353,0.4519195801362393,0.6161165230775006,0.4850377040886103,5
20,0.11,1,beta,max,1.0,raw,pca,0.05,1156,0.6712400196373556,0.4301920269638289,0.7024146892123893,0.4358216688985181,5
44,0.155,1,beta,max,1.0,raw,pca,0.05,1164,0.6813415037714103,0.4393098724846734,0.6781936834163332,0.4523486194776743,5
2,0.19,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.6964757967647413,0.4461086083658406,5
40,0.125,1,beta,max,1.0,raw,pca,0.05,1152,0.7249334021617213,0.4160423628403759,0.7100291883348628,0.4362596060178937,5
44,0.105,1,beta,max,1.0,raw,pca,0.05,1164,0.6813415037714103,0.4393098724846734,0.6807491268733709,0.4527444063248688,5
39,0.185,1,beta,max,1.0,raw,pca,0.05,1120,0.718073844795916,0.4179144494266333,0.7378271189675325,0.4236880831367654,5
15,0.14,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7289851663873341,0.4332473677254213,5
24,0.185,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.6377744084445892,0.4679483870978101,5
26,0.135,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.6573227332499549,0.4675173765410852,5
5,0.094,1,beta,max,1.0,raw,pca,0.05,1228,0.7214467174835477,0.4088724298306011,0.7213135416623315,0.4202256811447927,5
8,0.098,1,beta,max,1.0,raw,pca,0.05,1160,0.7040974764644351,0.4297175483600814,0.6902836495622191,0.4531544642898924,5
2,0.14,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.7001411568485936,0.4445341904581495,5
2,0.092,1,beta,max,1.0,raw,pca,0.05,1196,0.6972163282897706,0.4196631233197295,0.70412848716072,0.4433629712198416,5
34,0.155,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7091103082033997,0.4478600728706587,5
12,0.086,1,beta,max,1.0,raw,pca,0.05,1196,0.7493616482512482,0.400034862727583,0.737677296167152,0.419273834533691,5
44,0.096,1,beta,max,1.0,raw,pca,0.05,1164,0.6813415037714103,0.4393098724846734,0.6811243548461801,0.4530114656475238,5
46,0.12,1,beta,max,1.0,raw,pca,0.05,1170,0.7178613999310662,0.4270715324198111,0.6540575214460784,0.4821505845550645,5
0,0.175,1,beta,max,1.0,raw,pca,0.05,1136,0.6857162905483808,0.4399725154669785,0.7055241981030358,0.4578557361848339,5
21,0.085,1,beta,max,1.0,raw,pca,0.05,1192,0.6489549093973873,0.4477610946294569,0.6858803905042844,0.4587772145371523,5
3,0.115,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7135727462796705,0.4482827760358639,5
42,0.15,1,beta,max,1.0,raw,pca,0.05,1104,0.7231670104008723,0.423355735823707,0.7221632455477328,0.4287903175637976,5
3,0.1,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7139361702127659,0.448946098845399,5
40,0.092,1,beta,max,1.0,raw,pca,0.05,1152,0.7249334021617213,0.4160423628403759,0.7106728612215764,0.4372963260943375,5
27,0.096,1,beta,max,1.0,raw,pca,0.05,1126,0.6279216469303655,0.462207048014357,0.63955176933885,0.4877856676931865,5
15,0.115,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7284245248711382,0.4341358541927053,5
15,0.13,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7289126980362395,0.4334962064979649,5
18,0.094,1,beta,max,1.0,raw,pca,0.05,1167,0.7563306180497675,0.4091034410765559,0.7617820481438679,0.4213615754760678,5
40,0.095,1,beta,max,1.0,raw,pca,0.05,1152,0.7249334021617213,0.4160423628403759,0.7110698990516977,0.4371919910126616,5
20,0.096,1,beta,max,1.0,raw,pca,0.05,1156,0.6712400196373556,0.4301920269638289,0.7049590202488182,0.4352196974189018,5
11,0.078,1,beta,max,1.0,raw,pca,0.05,1225,0.7094207316861689,0.4276631962327394,0.6994330718929767,0.4504094473089385,5
36,0.17,1,beta,max,1.0,raw,pca,0.05,1194,0.6487364452423698,0.4547419145147369,0.6529120287253143,0.4806212051549344,5
19,0.18,1,beta,max,1.0,raw,pca,0.05,1187,0.7064725008266285,0.4224778212984197,0.7108085115176898,0.4377423534792977,5
21,0.11,1,beta,max,1.0,raw,pca,0.05,1192,0.6489549093973873,0.4477610946294569,0.6849539963478016,0.4590026202532209,5
34,0.094,1,beta,max,1.0,raw,pca,0.05,1174,0.7151076650743229,0.4284693356517556,0.7152270908605931,0.446251698605593,5
16,0.14,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7228066253883809,0.4304995752503075,5
3,0.096,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7139460091009715,0.4492023299160196,5
40,0.16,1,beta,max,1.0,raw,pca,0.05,1152,0.7249334021617213,0.4160423628403759,0.7079547771999591,0.4366928045109804,5
31,0.115,1,beta,max,1.0,raw,pca,0.05,1185,0.7453931367526015,0.4041402024850014,0.7503307188831833,0.4204506494601683,5
3,0.165,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7129750338211782,0.4471158272375814,5
45,0.105,1,beta,max,1.0,raw,pca,0.05,1146,0.7197321854710168,0.4223293048224421,0.7332600910725487,0.4245828509710165,5
32,0.165,1,beta,max,1.0,raw,pca,0.05,1161,0.6284730163157161,0.4642517102281399,0.6730964997908242,0.467132415841239,5
26,0.16,1,beta,max,1.0,raw,pca,0.05,1150,0.6694697884340991,0.43985130073205,0.655007343950661,0.4685170389484533,5
41,0.125,1,beta,max,1.0,raw,pca,0.05,1171,0.710874979464022,0.4322547686199628,0.6897477525987773,0.4528602286932486,5
33,0.18,1,beta,max,1.0,raw,pca,0.05,1170,0.6937741972048032,0.4284402431508733,0.6453987882806413,0.4802665129756143,5
25,0.125,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6557116205969862,0.4634749510970559,5
0,0.15,1,beta,max,1.0,raw,pca,0.05,1136,0.6857162905483808,0.4399725154669785,0.7063826582828743,0.4579641325401255,5
13,0.175,1,beta,max,1.0,raw,pca,0.05,1141,0.7288113891705338,0.4256533159312112,0.7235532363904387,0.4507126721293234,5
10,0.16,1,beta,max,1.0,raw,pca,0.05,1116,0.6929668562175824,0.431863476976287,0.7170391017833161,0.439694385000194,5
9,0.098,1,beta,max,1.0,raw,pca,0.05,1221,0.7136920997515952,0.4235733954345593,0.6952303833227802,0.4505807050344097,5
37,0.086,1,beta,max,1.0,raw,pca,0.05,1111,0.7251955403131741,0.4198990926550601,0.7264487143756645,0.4384039497997652,5
45,0.155,1,beta,max,1.0,raw,pca,0.05,1146,0.7197321854710168,0.4223293048224421,0.7317760347720634,0.42501902818157,5
28,0.175,1,beta,max,1.0,raw,pca,0.05,1159,0.7028205675904594,0.4380661672960327,0.6948229286762084,0.4569514604350004,5
30,0.19,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6602386306846577,0.4715387516854658,5
47,0.14,1,beta,max,1.0,raw,pca,0.05,1180,0.7574000898977267,0.3962844006079463,0.7181836744945536,0.4243023588008437,5
4,0.155,1,beta,max,1.0,raw,pca,0.05,1198,0.6755126400618203,0.4494250611605191,0.6971290776618646,0.4652797353364875,5
9,0.13,1,beta,max,1.0,raw,pca,0.05,1221,0.7136920997515952,0.4235733954345593,0.6928577516925624,0.4517136990539579,5
15,0.1,1,beta,max,1.0,raw,pca,0.05,1076,0.6924433297494439,0.4410992457783576,0.7276418666793156,0.435270024737875,5
8,0.17,1,beta,max,1.0,raw,pca,0.05,1160,0.7040974764644351,0.4297175483600814,0.6910133852471718,0.4533143634397568,5
16,0.115,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7225294498960592,0.431707920680042,5
22,0.11,1,beta,max,1.0,raw,pca,0.05,1153,0.6904832053455318,0.4333785270391152,0.6665752719814203,0.4785641703990626,5
43,0.165,1,beta,max,1.0,raw,pca,0.05,1187,0.671945176168993,0.4447922093152109,0.7091840682539201,0.445346111568394,5
24,0.145,1,beta,max,1.0,raw,pca,0.05,1113,0.712085843373494,0.4247815531427394,0.640284787799848,0.4671660683095373,5
16,0.076,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.7222126779048342,0.4356752557102442,5
41,0.1,1,beta,max,1.0,raw,pca,0.05,1171,0.710874979464022,0.4322547686199628,0.6907128654857516,0.4525324136495002,5
44,0.094,1,beta,max,1.0,raw,pca,0.05,1164,0.6813415037714103,0.4393098724846734,0.681240480855654,0.4530497028008002,5
30,0.088,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6642834832583708,0.4667452220988902,5
22,0.098,1,beta,max,1.0,raw,pca,0.05,1153,0.6904832053455318,0.4333785270391152,0.6679292760201726,0.4777833434715318,5
16,0.13,1,beta,max,1.0,raw,pca,0.05,1153,0.723296472399005,0.4147535711000197,0.722618222691987,0.4308138390114475,5
3,0.19,1,beta,max,1.0,raw,pca,0.05,1191,0.6827253720329602,0.4424728739770098,0.7123161357766572,0.4471391723984595,5
30,0.105,1,beta,max,1.0,raw,pca,0.05,1183,0.6646309657671166,0.4522486795982878,0.6639805097451275,0.4675748240163949,5
0,0.084,1,beta,max,1.0,raw,pca,0.05,1136,0.6857162905483808,0.4399725154669785,0.7088197541682212,0.4588050167189023,5
35,0.098,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.762621150168867,0.4110119567254943,5
31,0.092,1,beta,max,1.0,raw,pca,0.05,1185,0.7453931367526015,0.4041402024850014,0.7496327633821023,0.4208782748816356,5
14,0.15,1,beta,max,1.0,raw,pca,0.05,1211,0.6491750661636353,0.4519195801362393,0.6129722018882445,0.4847493263474063,5
27,0.06,1,beta,max,1.0,raw,pca,0.05,1126,0.6279216469303655,0.462207048014357,0.6436948683769306,0.4875759676894884,5
41,0.16,1,beta,max,1.0,raw,pca,0.05,1171,0.710874979464022,0.4322547686199628,0.6882023226425478,0.4534539804283284,5
35,0.13,1,beta,max,1.0,raw,pca,0.05,1138,0.7406795409809975,0.4163185592700639,0.762691365190669,0.4102280690121325,5
28,0.096,1,beta,max,1.0,raw,pca,0.05,1159,0.7028205675904594,0.4380661672960327,0.705083611679558,0.4545939575402526,5
25,0.185,1,beta,max,1.0,raw,pca,0.05,1230,0.6498408106584125,0.4488324370148032,0.6515534270323449,0.4650097398353161,5
47,0.12,1,beta,max,1.0,raw,pca,0.05,1180,0.7574000898977267,0.3962844006079463,0.7186312059930079,0.4240396736371562,5
