seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
33,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.589645890203215,0.4308588361693512,2.0
49,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5572852633327796,0.4627399279756989,2.0
37,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,50,0.5865226032900579,0.4303340382612075,2.0
19,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.6028522899420055,0.4744556162238142,2.0
11,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5442740139377829,0.4617135094411395,2.0
25,bernoulli,54,none,0.5,1.0,pca,none,,54,31.0,50,0.5335022913484239,0.4251662721472574,2.0
17,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5425875767425064,0.4933947033288196,2.0
43,bernoulli,54,none,0.5,1.0,pca,none,,54,31.0,20,0.5613895686997424,0.3839145678440821,2.0
21,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5322044334975369,0.4616018453885913,2.0
39,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5557988645579885,0.4741351580277134,2.0
41,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,50,0.4850676336375489,0.4859195816318091,2.0
15,bernoulli,54,none,0.5,1.0,pca,none,,54,31.0,50,0.5773580194063926,0.3837566410571095,2.0
29,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5634057281959606,0.4574998100207408,2.0
23,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,10,0.4479601990049751,0.5213781241426448,2.0
45,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,20,0.5360918770009679,0.4971682858545704,2.0
13,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5326710959169193,0.480279823313514,2.0
31,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5514138817480719,0.5044844511223863,2.0
7,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.4858552631578947,0.5027947994931321,2.0
27,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5723736968724941,0.4535071964449977,2.0
47,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.6620145475107307,0.41492965153693656,2.0
