n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,epochs,j_percentage,kind,knn_k,knn_k_grid,no_tau,pre_revision,seeds,train_retention,artifact_path,config_path,scenario
1,beta,47,0.088,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2234,97,10,2234,220,0.5419034593141938,0.6702505996195517,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.199057579040527, 6.157205581665039, 6.146726131439209, 6.1425933837890625, 6.121889114379883, 6.054585933685303, 6.180658340454102, 6.154201984405518, 6.166937351226807, 6.167293071746826]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,42,0.17,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2370,97,10,2370,220,0.4261729162607313,0.8029804120229652,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.3756675720214844, 3.333331823348999, 3.2536604404449463, 3.2347874641418457, 3.3690905570983887, 3.5666260719299316, 3.3456859588623047, 3.3463668823242188, 3.3043692111968994, 3.2909324169158936]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,20,0.175,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2182,97,10,2182,220,0.5370735850114121,0.4332485696122059,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2.9218432903289795, 2.8555591106414795, 3.0172271728515625, 2.8024990558624268, 2.946817636489868, 2.801004648208618, 2.975980758666992, 3.0343008041381836, 2.9106249809265137, 2.774996280670166]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,11,0.098,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2332,97,10,2332,286,0.5225139840549916,0.2806196772747646,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.624831676483154, 5.624307632446289, 5.707718849182129, 5.689563274383545, 5.6220011711120605, 5.658341407775879, 5.603521823883057, 5.589575290679932, 5.625766277313232, 5.610567569732666]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,26,0.12,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5931205173319019,0.4587569220596743,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.498437881469727, 4.416057109832764, 4.467436790466309, 4.390020370483398, 4.428920269012451, 4.415355682373047, 4.4800872802734375, 4.431715488433838, 4.42521858215332, 4.535101413726807]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,15,0.11,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2224,97,10,2224,286,0.4286229732006053,0.5465140053158863,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.521399021148682, 5.593229293823242, 5.572700023651123, 5.569541931152344, 5.566738605499268, 5.546786785125732, 5.523179054260254, 5.640934944152832, 5.555009365081787, 5.547340393066406]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,48,0.115,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5357618872747351,0.5356929891813612,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.477012634277344, 5.455114364624023, 5.533658027648926, 5.443506717681885, 5.479490756988525, 5.626235485076904, 5.510329246520996, 5.485363006591797, 5.465548515319824, 5.487466335296631]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,17,0.1,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2290,97,10,2290,192,0.5616380657456644,0.6702847169193848,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.495870590209961, 4.434812545776367, 4.461443901062012, 4.489943027496338, 4.444759368896484, 4.4542341232299805, 4.533241271972656, 4.4682817459106445, 4.460836410522461, 4.596786022186279]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,45,0.1,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2488,97,10,2488,192,0.4952527675050669,0.5084902177925433,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.48846435546875, 5.456191062927246, 5.518509864807129, 5.445565700531006, 5.460813999176025, 5.528330326080322, 5.451385021209717, 5.470280647277832, 5.457159996032715, 5.55598783493042]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,39,0.098,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2488,97,10,2488,272,0.5748545182741909,0.3474772539288668,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.302138328552246, 5.357152938842773, 5.462961673736572, 5.448853015899658, 5.512638092041016, 5.369997024536133, 5.2524943351745605, 5.238187789916992, 5.471670627593994, 5.25676965713501]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,7,0.175,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,220,0.5926523854868633,0.5300413223140497,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.065514087677002, 3.141737461090088, 3.1525511741638184, 3.026376485824585, 3.0384881496429443, 3.2949962615966797, 3.0436456203460693, 3.063253164291382, 3.0741991996765137, 3.1150104999542236]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,4,0.125,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5818729057233349,0.6426446280991736,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.150932788848877, 4.188542366027832, 4.2735276222229, 4.131165027618408, 4.16015100479126, 4.209216117858887, 4.152463912963867, 4.574179172515869, 4.18245792388916, 4.146713733673096]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,48,0.175,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5373647186900083,0.5388448760541784,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.9000768661499023, 3.873579978942871, 3.988387107849121, 3.8658909797668457, 3.9161925315856934, 4.103328704833984, 3.9443166255950928, 3.908841609954834, 3.8950259685516357, 3.913550853729248]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,37,0.105,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2224,97,10,2224,272,0.4214328462144904,0.7313630083498528,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.818089008331299, 4.850702285766602, 4.898474216461182, 4.800952434539795, 4.79190731048584, 4.863195896148682, 4.930758953094482, 4.87005615234375, 4.799722671508789, 4.939876079559326]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,26,0.18,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.59966170986552,0.4566906355897181,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2.92985463142395, 2.8233776092529297, 2.8859260082244873, 2.784071445465088, 2.8307313919067383, 2.814626455307007, 2.9138059616088867, 2.842350721359253, 2.827198028564453, 2.9951400756835938]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,9,0.165,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2196,97,10,2196,220,0.5648562829617658,0.5419115767952977,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.0256805419921875, 3.9811041355133057, 4.05367374420166, 4.071278095245361, 4.006405830383301, 4.0336103439331055, 4.0577850341796875, 4.015629768371582, 4.069969177246094, 4.1551337242126465]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,23,0.105,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2450,97,10,2450,286,0.4833393407590822,0.4954896559174634,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.45612096786499, 5.612050533294678, 5.350382328033447, 5.353541374206543, 5.741138935089111, 5.360299587249756, 5.347568511962891, 5.395269870758057, 5.338324546813965, 5.807610988616943]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,35,0.175,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2262,97,10,2262,206,0.4865720359392098,0.3066054397739315,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.79554557800293, 4.134533882141113, 4.732856273651123, 4.72391939163208, 4.084597110748291, 4.493781089782715, 4.097256183624268, 4.1953253746032715, 4.116125583648682, 4.274378776550293]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,2,0.195,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2342,97,10,2342,220,0.4752626514817738,0.5516653200466828,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.7011473178863525, 3.702486515045166, 3.79569149017334, 3.996073007583618, 3.715937376022339, 3.837015151977539, 3.712256669998169, 3.797222375869751, 3.6926777362823486, 3.9446322917938232]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,20,0.15,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2182,97,10,2182,220,0.5347047000617798,0.4382435746072109,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.7070577144622803, 3.6548290252685547, 3.8768513202667236, 3.583005428314209, 3.7288951873779297, 3.6108689308166504, 3.789588689804077, 3.8915069103240967, 3.6986207962036133, 3.5719199180603027]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,29,0.11,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2474,97,10,2474,220,0.4914717389545424,0.537065180682202,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.658481597900391, 5.641047477722168, 5.636064529418945, 5.7416486740112305, 5.72851037979126, 5.750546455383301, 5.739858627319336, 5.5999932289123535, 5.751565933227539, 5.650711536407471]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,4,0.1,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5751977994958968,0.6466942148760331,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.855830192565918, 4.874715805053711, 5.033564567565918, 4.83376932144165, 4.854543685913086, 4.904582977294922, 4.8406500816345215, 5.2092742919921875, 4.836333274841309, 4.82548713684082]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,26,0.155,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5971647997044516,0.4587569220596743,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.5872998237609863, 3.4928390979766846, 3.549617052078247, 3.459852695465088, 3.5024242401123047, 3.487673759460449, 3.570491075515747, 3.510098695755005, 3.498875617980957, 3.6392078399658203]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,30,0.195,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5349689350735076,0.4550842435018203,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3.6813745498657227, 3.8523809909820557, 3.7021496295928955, 3.6769232749938965, 3.703392267227173, 3.7040605545043945, 3.6918838024139404, 3.8062708377838135, 3.6591718196868896, 3.80503249168396]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,4,0.185,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2304,97,10,2304,220,0.5887556587238866,0.616694214876033,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2.517735481262207, 2.619150400161743, 2.7027127742767334, 2.4996087551116943, 2.5645391941070557, 2.6124556064605713, 2.5652973651885986, 2.816948652267456, 2.509009599685669, 2.5385689735412598]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,32,0.125,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2290,97,10,2290,286,0.5082155828686303,0.3569160997732427,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.372707843780518, 4.485913276672363, 4.4175333976745605, 4.402647495269775, 4.354836463928223, 4.402973651885986, 4.3669915199279785, 4.493819713592529, 4.396671295166016, 4.371097564697266]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,1,0.11,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2248,97,10,2248,220,0.4270421178825724,0.5335781183482333,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5.8120856285095215, 5.739479064941406, 5.713464260101318, 5.718812465667725, 5.682580471038818, 5.707292556762695, 5.721205234527588, 5.6225810050964355, 5.6300859451293945, 5.595134735107422]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
