seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf
36,0.018,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4202633910578749,0.5833333333333333,0.5478224857114382
32,0.025,1,beta,4,0.1,sae,raw,94,0.625,0.4011004970385777,0.6666666666666667,0.5235988595975605
30,0.016,1,beta,4,0.1,sae,raw,97,0.5,0.50557686122719,0.5238095238095238,0.6212618378445863
46,0.0155,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4419235810062575,0.6666666666666667,0.5132141975257131
48,0.022,1,beta,4,0.1,sae,raw,94,0.625,0.4265088155870676,0.4761904761904761,0.5533687873286506
44,0.01,1,beta,4,0.1,sae,raw,94,0.4166666666666667,0.4526104307308218,0.2916666666666667,0.6227705052559254
14,0.02,1,beta,4,0.1,sae,raw,94,0.7142857142857144,0.3875458282627593,0.5833333333333334,0.5517728820363298
10,0.026,1,beta,4,0.1,sae,raw,94,0.5,0.4926602197614796,0.56,0.6209628848995405
34,0.032,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.4170741909611705,0.2083333333333333,0.5518504647301634
16,0.028,1,beta,4,0.1,sae,raw,97,0.4285714285714285,0.5720868140510903,1.0,0.2347571119139141
18,0.035,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.5241972974318954,0.7083333333333333,0.4346298691304304
40,0.034,1,beta,4,0.1,sae,raw,94,0.6000000000000001,0.5271828299939092,0.75,0.5068491380916574
24,0.036,1,beta,4,0.1,sae,raw,97,0.36,0.5799612833123401,0.7916666666666666,0.5185638254513536
42,0.02,1,beta,4,0.1,sae,raw,94,0.9047619047619048,0.3500503444226405,0.6666666666666666,0.3900145911274899
0,0.03,1,beta,4,0.1,sae,raw,94,0.0,0.6547160841134806,0.25,0.7473302850102448
46,0.035,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4419235810062575,0.7083333333333334,0.5058246733203293
2,0.038,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.4315963480752918,1.0,0.3334387734164489
38,0.026,1,beta,4,0.1,sae,raw,94,0.1666666666666666,0.5475718826414901,0.5555555555555556,0.3955881296245702
23,0.018,1,beta,4,0.1,sae,raw,94,0.5,0.4928797440500095,0.3333333333333333,0.6586482187284532
6,0.032,1,beta,4,0.1,sae,raw,94,0.6190476190476191,0.4443711989947082,0.5,0.6392400471625249
8,0.018,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.5855416041283938,0.3333333333333333,0.5569929647463665
44,0.028,1,beta,4,0.1,sae,raw,94,0.4166666666666667,0.4526104307308218,0.25,0.6206004264860812
28,0.03,1,beta,4,0.1,sae,raw,94,0.9523809523809524,0.3348978277871804,0.64,0.6516404843944786
12,0.034,1,beta,4,0.1,sae,raw,94,1.0,0.3734944040844425,0.7083333333333334,0.4688163233566659
22,0.029,1,beta,4,0.1,sae,raw,94,0.4166666666666667,0.5394496356870598,0.5416666666666667,0.5938176066407197
8,0.04,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.5855416041283938,0.3333333333333333,0.5543069474297773
26,0.024,1,beta,4,0.1,sae,raw,94,0.6,0.4409146229563152,0.52,0.650736330274934
36,0.04,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4202633910578749,0.5833333333333333,0.5408886371407088
30,0.038,1,beta,4,0.1,sae,raw,97,0.5,0.50557686122719,0.4761904761904762,0.5966685991770956
2,0.002,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.4315963480752918,0.5555555555555556,0.6417697355135821
13,0.005,1,beta,4,0.1,sae,raw,94,0.6,0.4838298375391823,0.52,0.5826641200693392
2,0.02,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.4315963480752918,0.5555555555555556,0.6445675464004615
22,0.015,1,beta,4,0.1,sae,raw,97,0.4166666666666667,0.5394496356870598,0.3125,0.5557195706121446
15,0.002,1,beta,4,0.1,sae,raw,94,0.1904761904761905,0.5474393929506376,0.1875,0.4909594216117634
21,0.004,1,beta,4,0.1,sae,raw,97,0.4,0.5136840006626386,0.48,0.635641673121647
33,0.0155,1,beta,4,0.1,sae,raw,94,0.5416666666666667,0.4743827938299021,0.5238095238095237,0.5486992518392599
4,0.01,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.3566547144501895,0.625,0.4997022010162734
28,0.0151,1,beta,4,0.1,sae,raw,94,0.9523809523809524,0.3348978277871804,0.5714285714285714,0.5582900922551739
41,0.005,1,beta,4,0.1,sae,raw,94,0.75,0.4267409122708409,0.6,0.5621166512427288
36,0.004,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4202633910578749,0.4,0.6629198678197322
1,0.014,1,beta,4,0.1,sae,raw,94,0.625,0.4166810529927343,0.2083333333333333,0.7703129240270844
27,0.005,1,beta,4,0.1,sae,raw,94,0.88,0.4308667387207713,0.7916666666666666,0.4027141051644332
5,0.0155,1,beta,4,0.1,sae,raw,94,0.875,0.3622020154386126,0.52,0.5923562757998576
30,0.002,1,beta,4,0.1,sae,raw,94,0.5,0.50557686122719,0.7777777777777778,0.4885321163417973
20,0.006,1,beta,4,0.1,sae,raw,94,0.76,0.4771569718524015,0.4,0.669201121181568
8,0.004,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.5855416041283938,0.6190476190476191,0.6342554712672274
16,0.002,1,beta,4,0.1,sae,raw,94,0.4285714285714285,0.5720868140510903,0.25,0.7241926202926373
11,0.0159,1,beta,4,0.1,sae,raw,94,0.5,0.5832100522242492,0.2857142857142857,0.5766987347598391
25,0.008,1,beta,4,0.1,sae,raw,97,0.875,0.3665504204466269,0.8333333333333334,0.4297677572031391
22,0.004,1,beta,4,0.1,sae,raw,97,0.4166666666666667,0.5394496356870598,0.3125,0.5601600348904693
28,0.005,1,beta,4,0.1,sae,raw,94,0.9523809523809524,0.3348978277871804,0.5714285714285714,0.5590522058518991
2,0.014,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.4315963480752918,0.5555555555555556,0.6436992014128701
23,0.012,1,beta,4,0.1,sae,raw,94,0.5,0.4928797440500095,0.3333333333333333,0.6606489972219477
37,0.012,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.4663834916126205,0.7916666666666666,0.4170243476419381
29,0.02,1,beta,4,0.1,sae,raw,94,0.625,0.434336086972706,0.0,0.5060796957487753
17,0.016,1,beta,4,0.1,sae,raw,97,0.5,0.3884428873708961,0.8,0.360742971505148
46,0.016,1,beta,4,0.1,sae,raw,94,0.7142857142857143,0.4419235810062575,0.64,0.5447443464405088
24,0.012,1,beta,4,0.1,sae,raw,94,0.36,0.5799612833123401,0.6,0.538678709876148
49,0.015,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.4319754807690821,0.5714285714285714,0.4381155214087036
13,0.024,1,beta,4,0.1,sae,raw,94,0.6,0.4838298375391823,0.52,0.5800888111915528
47,0.006,1,beta,4,0.1,sae,raw,94,0.75,0.3495201444502914,0.6666666666666666,0.5270369025525837
9,0.012,1,beta,4,0.1,sae,raw,94,0.6666666666666667,0.499414369227226,0.7142857142857143,0.4366755721801479
14,0.005,1,beta,4,0.1,sae,raw,94,0.7142857142857144,0.3875458282627593,0.8,0.5204055141672155
15,0.014,1,beta,4,0.1,sae,raw,94,0.1904761904761905,0.5474393929506376,0.1875,0.4886874988476384
24,0.018,1,beta,4,0.1,sae,raw,94,0.36,0.5799612833123401,0.64,0.5539301954508945
43,0.014,1,beta,4,0.1,sae,raw,94,0.56,0.4721384759191202,0.3999999999999999,0.6340198772500384
31,0.01,1,beta,4,0.1,sae,raw,97,0.4166666666666666,0.5565372571837861,0.3809523809523809,0.6476414171459896
41,0.024,1,beta,4,0.1,sae,raw,94,0.75,0.4267409122708409,0.6,0.5577983929215318
47,0.025,1,beta,4,0.1,sae,raw,94,0.75,0.3495201444502914,0.6666666666666666,0.5150564700712079
39,0.0159,1,beta,4,0.1,sae,raw,94,0.64,0.4534717909914893,0.4583333333333333,0.6162614030924313
5,0.006,1,beta,4,0.1,sae,raw,94,0.875,0.3622020154386126,0.52,0.5971537203894133
19,0.025,1,beta,4,0.1,sae,raw,94,0.7916666666666667,0.4528964551517822,0.625,0.5534584505842624
7,0.022,1,beta,4,0.1,sae,raw,94,0.8,0.4471933564682974,0.25,0.6086328829327095
25,0.026,1,beta,4,0.1,sae,raw,97,0.875,0.3665504204466269,0.8333333333333334,0.4258899025130512
35,0.022,1,beta,4,0.1,sae,raw,94,0.7916666666666666,0.4439314122169949,0.7916666666666666,0.4749663623393655
49,0.032,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.4319754807690821,0.5714285714285714,0.4395629406518245
15,0.03,1,beta,4,0.1,sae,raw,94,0.1904761904761905,0.5474393929506376,0.1875,0.4813985124787699
43,0.03,1,beta,4,0.1,sae,raw,94,0.56,0.4721384759191202,0.44,0.6331513757286016
5,0.035,1,beta,4,0.1,sae,raw,94,0.875,0.3622020154386126,0.52,0.581758012576265
27,0.034,1,beta,4,0.1,sae,raw,94,0.88,0.4308667387207713,0.7916666666666666,0.4034264634954909
39,0.036,1,beta,4,0.1,sae,raw,94,0.64,0.4534717909914893,0.5,0.6154866987847263
21,0.032,1,beta,4,0.1,sae,raw,97,0.4,0.5136840006626386,0.48,0.6336780327408503
9,0.029,1,beta,4,0.1,sae,raw,94,0.6666666666666667,0.499414369227226,0.7142857142857143,0.4401706855960703
31,0.028,1,beta,4,0.1,sae,raw,97,0.4166666666666666,0.5565372571837861,0.3809523809523809,0.6446274194352077
3,0.028,1,beta,4,0.1,sae,raw,94,0.7083333333333334,0.4060809627396964,0.8333333333333334,0.4007699983441394
17,0.038,1,beta,4,0.1,sae,raw,97,0.5,0.3884428873708961,0.76,0.3565354533723844
11,0.036,1,beta,4,0.1,sae,raw,94,0.5,0.5832100522242492,0.2857142857142857,0.5642568121479024
37,0.029,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.4663834916126205,0.7916666666666666,0.417352043163718
33,0.035,1,beta,4,0.1,sae,raw,94,0.5416666666666667,0.4743827938299021,0.4761904761904761,0.5464761642046461
45,0.038,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.421133767740723,0.4166666666666667,0.6573260205133228
23,0.04,1,beta,4,0.1,sae,raw,94,0.5,0.4928797440500095,0.2916666666666667,0.6077000511510896
42,0.005,1,beta,4,0.1,sae,raw,94,0.9047619047619048,0.3500503444226405,0.7142857142857142,0.7186202056454112
41,0.0151,1,beta,4,0.1,sae,raw,94,0.75,0.4267409122708409,0.6,0.5598797433596431
34,0.0155,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.4170741909611705,0.375,0.2860291589464414
6,0.0155,1,beta,4,0.1,sae,raw,94,0.6190476190476191,0.4443711989947082,0.3809523809523809,0.6265668302847752
12,0.0159,1,beta,4,0.1,sae,raw,94,1.0,0.3734944040844425,0.9047619047619048,0.3379623248811811
26,0.008,1,beta,4,0.1,sae,raw,97,0.6,0.4409146229563152,0.5238095238095238,0.5418817081058203
6,0.006,1,beta,4,0.1,sae,raw,94,0.6190476190476191,0.4443711989947082,0.3333333333333333,0.6306788183183113
17,0.002,1,beta,4,0.1,sae,raw,94,0.5,0.3884428873708961,0.0399999999999999,0.6628471922259699
23,0.004,1,beta,4,0.1,sae,raw,97,0.5,0.4928797440500095,0.9166666666666666,0.3978985526004647
29,0.005,1,beta,4,0.1,sae,raw,94,0.625,0.434336086972706,0.5,0.5869764145722025
3,0.014,1,beta,4,0.1,sae,raw,94,0.7083333333333334,0.4060809627396964,0.5,0.5127340828904763
19,0.0155,1,beta,4,0.1,sae,raw,94,0.7916666666666667,0.4528964551517822,0.625,0.5542513784994517
42,0.0151,1,beta,4,0.1,sae,raw,94,0.9047619047619048,0.3500503444226405,0.7142857142857142,0.7158069479242464
38,0.012,1,beta,4,0.1,sae,raw,94,0.1666666666666666,0.5475718826414901,0.5,0.5043832458238032
49,0.004,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.4319754807690821,0.5714285714285714,0.4370777442539632
25,0.012,1,beta,4,0.1,sae,raw,94,0.875,0.3665504204466269,0.64,0.6063128586262648
18,0.016,1,beta,4,0.1,sae,raw,97,0.6666666666666666,0.5241972974318954,0.6,0.5139198139983591
30,0.02,1,beta,4,0.1,sae,raw,94,0.5,0.50557686122719,0.7777777777777778,0.4816609609600331
0,0.0151,1,beta,4,0.1,sae,raw,94,0.0,0.6547160841134806,0.4444444444444444,0.5372765298313327
43,0.002,1,beta,4,0.1,sae,raw,94,0.56,0.4721384759191202,0.3999999999999999,0.6348232067107011
21,0.022,1,beta,4,0.1,sae,raw,97,0.4,0.5136840006626386,0.48,0.6344725181528945
33,0.006,1,beta,4,0.1,sae,raw,94,0.5416666666666667,0.4743827938299021,0.5238095238095237,0.5498498115519802
0,0.005,1,beta,4,0.1,sae,raw,94,0.0,0.6547160841134806,0.4444444444444444,0.5408595441845248
20,0.0155,1,beta,4,0.1,sae,raw,94,0.76,0.4771569718524015,0.44,0.6684173728263171
14,0.024,1,beta,4,0.1,sae,raw,94,0.7142857142857144,0.3875458282627593,0.8,0.5181984405098803
18,0.002,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.5241972974318954,0.8571428571428572,0.4439183882786215
24,0.004,1,beta,4,0.1,sae,raw,97,0.36,0.5799612833123401,0.9047619047619048,0.4695245859749066
7,0.015,1,beta,4,0.1,sae,raw,94,0.8,0.4471933564682974,0.25,0.6097414919801968
30,0.005,1,beta,4,0.1,sae,raw,94,0.5,0.50557686122719,0.5416666666666667,0.5470812000088766
4,0.014,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.3566547144501895,0.4375,0.5833995020894674
26,0.012,1,beta,4,0.1,sae,raw,94,0.6,0.4409146229563152,0.2916666666666667,0.6891178904650492
16,0.014,1,beta,4,0.1,sae,raw,94,0.4285714285714285,0.5720868140510903,0.2916666666666667,0.7221575691758811
39,0.008,1,beta,4,0.1,sae,raw,94,0.64,0.4534717909914893,0.4583333333333333,0.6165514940457969
48,0.006,1,beta,4,0.1,sae,raw,94,0.625,0.4265088155870676,0.4761904761904761,0.5579119703148839
10,0.012,1,beta,4,0.1,sae,raw,94,0.5,0.4926602197614796,0.3333333333333333,0.6417892390590378
3,0.016,1,beta,4,0.1,sae,raw,94,0.7083333333333334,0.4060809627396964,0.8333333333333334,0.3984569657002532
34,0.006,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.4170741909611705,0.375,0.2857309194495528
22,0.022,1,beta,4,0.1,sae,raw,97,0.4166666666666667,0.5394496356870598,0.3125,0.5547034838885282
44,0.014,1,beta,4,0.1,sae,raw,94,0.4166666666666667,0.4526104307308218,0.7916666666666666,0.3898037096763034
44,0.002,1,beta,4,0.1,sae,raw,94,0.4166666666666667,0.4526104307308218,0.75,0.3954557784902349
8,0.015,1,beta,4,0.1,sae,raw,94,0.1111111111111111,0.5855416041283938,0.6190476190476191,0.6321459662558796
40,0.008,1,beta,4,0.1,sae,raw,94,0.6000000000000001,0.5271828299939092,0.6666666666666667,0.4907325857495876
29,0.014,1,beta,4,0.1,sae,raw,94,0.625,0.434336086972706,0.0,0.5069027601229757
4,0.016,1,beta,4,0.1,sae,raw,94,0.9166666666666669,0.3566547144501895,0.625,0.497372278850788
30,0.014,1,beta,4,0.1,sae,raw,94,0.5,0.50557686122719,0.7777777777777778,0.484126765723915
17,0.01,1,beta,4,0.1,sae,raw,97,0.5,0.3884428873708961,0.8,0.3626484846329858
7,0.006,1,beta,4,0.1,sae,raw,94,0.8,0.4471933564682974,0.5714285714285714,0.4799813845869235
32,0.01,1,beta,4,0.1,sae,raw,97,0.625,0.4011004970385777,0.44,0.5868131071528996
13,0.0151,1,beta,4,0.1,sae,raw,94,0.6,0.4838298375391823,0.52,0.5814696809469387
18,0.01,1,beta,4,0.1,sae,raw,97,0.6666666666666666,0.5241972974318954,0.6,0.513254641651732
11,0.008,1,beta,4,0.1,sae,raw,94,0.5,0.5832100522242492,0.2857142857142857,0.5762049261408888
35,0.015,1,beta,4,0.1,sae,raw,94,0.7916666666666666,0.4439314122169949,0.7916666666666666,0.476385912462667
5,0.025,1,beta,4,0.1,sae,raw,94,0.875,0.3622020154386126,0.52,0.587319689331674
43,0.0151,1,beta,4,0.1,sae,raw,94,0.56,0.4721384759191202,0.9047619047619048,0.3920024617687114
33,0.025,1,beta,4,0.1,sae,raw,94,0.5416666666666667,0.4743827938299021,0.5238095238095237,0.5476069048582741
31,0.016,1,beta,4,0.1,sae,raw,97,0.4166666666666666,0.5565372571837861,0.3809523809523809,0.6467235618277739
39,0.026,1,beta,4,0.1,sae,raw,94,0.64,0.4534717909914893,0.4583333333333333,0.6158933229053194
35,0.032,1,beta,4,0.1,sae,raw,94,0.7916666666666666,0.4439314122169949,0.7916666666666666,0.4727304416153057
21,0.0155,1,beta,4,0.1,sae,raw,94,0.4,0.5136840006626386,0.6799999999999999,0.5545353210592144
1,0.005,1,beta,4,0.1,sae,raw,94,0.625,0.4166810529927343,0.9047619047619048,0.353299796888448
15,0.02,1,beta,4,0.1,sae,raw,94,0.1904761904761905,0.5474393929506376,0.1875,0.487621212219727
47,0.0155,1,beta,4,0.1,sae,raw,94,0.75,0.3495201444502914,0.6666666666666666,0.518399950062196
45,0.01,1,beta,4,0.1,sae,raw,94,0.5714285714285714,0.421133767740723,0.4166666666666667,0.6606554029067825
25,0.036,1,beta,4,0.1,sae,raw,97,0.875,0.3665504204466269,0.8333333333333334,0.4235418733007424
37,0.018,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.4663834916126205,0.7916666666666666,0.4172229708904576
25,0.0159,1,beta,4,0.1,sae,raw,97,0.875,0.3665504204466269,0.8333333333333334,0.4281172584613408
9,0.018,1,beta,4,0.1,sae,raw,94,0.6666666666666667,0.499414369227226,0.7142857142857143,0.43780294215942
37,0.04,1,beta,4,0.1,sae,raw,94,0.6666666666666666,0.4663834916126205,0.7916666666666666,0.4172102204040155
41,0.034,1,beta,4,0.1,sae,raw,94,0.75,0.4267409122708409,0.6,0.5553168366734594
14,0.0151,1,beta,4,0.1,sae,raw,94,0.7142857142857144,0.3875458282627593,0.8400000000000001,0.5192807676486734
