seed,model_type,n_samples,pre_revision,j_percentage,mirt_dim,rmse_mirt,auc_mirt,baseline_embedding_type
6,bernoulli,32,none,1.0,5,0.2750254299586971,0.5666096373063787,pca
18,bernoulli,32,none,1.0,5,0.2589532439334545,0.630625775687504,pca
7,bernoulli,32,none,1.0,5,0.275353260075638,0.596810752138935,pca
39,bernoulli,32,none,1.0,5,0.2882412249477582,0.5805750031070053,pca
37,bernoulli,32,none,1.0,5,0.2695462595865332,0.5795780188686055,pca
19,bernoulli,32,none,1.0,5,0.265942790161482,0.617343518453179,pca
10,bernoulli,32,none,1.0,5,0.2766673745918026,0.6171197266785502,pca
22,bernoulli,32,none,1.0,5,0.2873344188168689,0.5505900717236554,pca
31,bernoulli,32,none,1.0,5,0.2699941171340779,0.6156534460338101,pca
13,bernoulli,32,none,1.0,5,0.2623604409166249,0.5699378085440856,pca
47,bernoulli,32,none,1.0,5,0.2658608735675933,0.580768133853028,pca
41,bernoulli,32,none,1.0,5,0.2713797662756582,0.5543852361737479,pca
45,bernoulli,32,none,1.0,5,0.2813917438637983,0.5435061718739816,pca
23,bernoulli,32,none,1.0,5,0.276554462078984,0.571431644153833,pca
5,bernoulli,32,none,1.0,5,0.2668076022939126,0.5744892105379286,pca
34,bernoulli,32,none,1.0,5,0.2701845820073253,0.5541296648016015,pca
11,bernoulli,32,none,1.0,5,0.2688800574695573,0.5872737822433751,pca
9,bernoulli,32,none,1.0,5,0.2626424686644726,0.6097888513513514,pca
2,bernoulli,32,none,1.0,6,0.2634059978352203,0.5502865374873354,pca
30,bernoulli,32,none,1.0,5,0.2630322504240963,0.6343331361282428,pca
42,bernoulli,32,none,1.0,6,0.2610038986928835,0.5611404647138796,pca
49,bernoulli,32,none,1.0,5,0.269858797048118,0.5511982077798647,pca
27,bernoulli,32,none,1.0,5,0.2717635688210474,0.5261418983131385,pca
38,bernoulli,32,none,1.0,5,0.2814258052464012,0.6022015769574793,pca
29,bernoulli,32,none,1.0,5,0.2869773483334148,0.6117069340957234,pca
33,bernoulli,32,none,1.0,5,0.2931097835584899,0.5766986514522822,pca
25,bernoulli,32,none,1.0,5,0.285727803408636,0.5899110977924282,pca
21,bernoulli,32,none,1.0,5,0.2698444122809945,0.5817337914524615,pca
1,bernoulli,32,none,1.0,5,0.2811330711169562,0.5638721777903601,pca
20,bernoulli,32,none,1.0,6,0.2722069024310615,0.5791399358460304,pca
24,bernoulli,32,none,1.0,6,0.2854585090767145,0.5631336681013869,pca
26,bernoulli,32,none,1.0,6,0.2726870319949113,0.5418936394031372,pca
48,bernoulli,32,none,1.0,6,0.2634066908300116,0.6175907602966471,pca
12,bernoulli,32,none,1.0,6,0.2732332556725562,0.5321422893481718,pca
40,bernoulli,32,none,1.0,6,0.2840402267503122,0.5078907501190322,pca
46,bernoulli,32,none,1.0,6,0.2763155696908058,0.5443257575757576,pca
32,bernoulli,32,none,1.0,6,0.2705869593324967,0.546360616128058,pca
15,bernoulli,32,none,1.0,6,0.2822974092995022,0.5886607277668731,pca
36,bernoulli,32,none,1.0,6,0.2680058923454315,0.5624401526200262,pca
16,bernoulli,32,none,1.0,6,0.2799123371787316,0.5739763826045858,pca
8,bernoulli,32,none,1.0,6,0.2695927066121727,0.5150754513009611,pca
44,bernoulli,32,none,1.0,6,0.2668492350994595,0.5312528088877704,pca
0,bernoulli,32,none,1.0,6,0.2874161126237526,0.5534385341252294,pca
4,bernoulli,32,none,1.0,7,0.2701815348541813,0.5832282766026987,pca
14,bernoulli,32,none,1.0,6,0.2821422569784158,0.5825179741707609,pca
