n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,scenario
1,beta,2,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,220,0.4650492334194856,0.5532812640272915,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.5826997756958, 8.533514976501465, 8.570168495178223, 8.604196548461914, 8.585664749145508, 8.661470413208008, 8.555388450622559, 8.666535377502441, 8.60126781463623, 8.518036842346191]",sae,286,Pre-32
1,beta,18,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2140,97,10,2140,220,0.5213709790100579,0.4877018633540372,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.09041976928711, 7.88441276550293, 8.160971641540527, 7.890934467315674, 7.803518295288086, 7.784582138061523, 7.797013282775879, 7.8669753074646, 8.089719772338867, 7.8645339012146]",sae,286,Pre-32
1,beta,8,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2262,97,10,2262,220,0.4625159247981736,0.6461772923545847,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.354333877563477, 8.336140632629395, 8.16121768951416, 8.263534545898438, 8.321770668029785, 8.316351890563965, 8.309636116027832, 8.239927291870117, 8.283454895019531, 8.277894973754883]",sae,286,Pre-32
1,beta,26,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5815193177866059,0.5020662864699562,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.6475114822387695, 7.704921245574951, 7.649964332580566, 7.65892219543457, 7.599411487579346, 7.584291458129883, 7.6798906326293945, 7.594324111938477, 7.657105922698975, 7.595804691314697]",sae,286,Pre-32
1,beta,15,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,286,0.4260198816855943,0.5482178150344169,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.432611465454102, 8.39354419708252, 8.387175559997559, 8.506505966186523, 8.367341995239258, 8.482871055603027, 8.399091720581055, 8.433307647705078, 8.447999000549316, 8.407169342041016]",sae,286,Pre-32
1,beta,32,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2290,97,10,2290,286,0.502830628944882,0.3560090702947845,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.652647495269775, 7.694441795349121, 7.644224166870117, 7.648382663726807, 7.631357192993164, 7.611913681030273, 7.677520751953125, 7.713760852813721, 7.6616435050964355, 7.605254173278809]",sae,286,Pre-32
1,beta,49,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2356,97,10,2356,220,0.4307981701815129,0.5036086194453037,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.9987945556640625, 8.082551002502441, 7.947514533996582, 7.930840015411377, 8.03426742553711, 8.029203414916992, 8.021533966064453, 8.039444923400879, 7.974479675292969, 7.979581832885742]",sae,286,Pre-32
1,beta,21,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2248,97,10,2248,220,0.478507606283459,0.4794830802025047,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.75701904296875, 8.573736190795898, 8.71875286102295, 8.707258224487305, 8.650574684143066, 8.702957153320312, 8.632292747497559, 8.676543235778809, 8.69813060760498, 8.720894813537598]",sae,286,Pre-32
1,beta,43,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,286,0.4356261553263292,0.6724711186249648,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.152239799499512, 8.622114181518555, 8.49954605102539, 8.375246047973633, 8.530563354492188, 8.50415325164795, 8.41796588897705, 8.329002380371094, 8.291539192199707, 8.370821952819824]",sae,286,Pre-32
1,beta,1,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2248,97,10,2248,220,0.4212131606953125,0.54539165602384,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.645689964294434, 8.596227645874023, 8.584538459777832, 8.548213005065918, 8.488999366760254, 8.58574390411377, 8.537156105041504, 8.469324111938477, 8.44330883026123, 8.412673950195312]",sae,286,Pre-32
1,beta,29,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2474,97,10,2474,220,0.4831852760811468,0.5382472137791287,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.585338592529297, 8.574413299560547, 8.604185104370117, 8.603738784790039, 8.622405052185059, 8.61549186706543, 8.678834915161133, 8.512042045593262, 8.598384857177734, 8.634724617004395]",sae,286,Pre-32
1,beta,35,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2262,97,10,2262,206,0.4875854722924009,0.3175556340515718,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.66374397277832, 8.879011154174805, 8.715453147888184, 9.024852752685547, 8.65627670288086, 8.973503112792969, 8.900473594665527, 8.652067184448242, 8.601834297180176, 8.550395011901855]",sae,286,Pre-32
1,beta,13,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.4768706091782398,0.6716448955819951,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9.017986297607422, 9.083740234375, 8.960491180419922, 8.94936466217041, 8.966191291809082, 8.97043514251709, 8.964483261108398, 9.006239891052246, 9.015450477600098, 8.923439025878906]",sae,286,Pre-32
1,beta,3,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2516,97,10,2516,220,0.521436624805384,0.552948717948718,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.824202060699463, 7.86301851272583, 7.895828723907471, 7.887681484222412, 7.876730918884277, 7.959234714508057, 7.952460765838623, 7.956767559051514, 7.912924289703369, 7.914861679077148]",sae,286,Pre-32
1,beta,7,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,220,0.5632438245130852,0.5140909090909092,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.646300315856934, 7.647106647491455, 7.683546543121338, 7.556950569152832, 7.612496376037598, 7.715090751647949, 7.60894775390625, 7.715724468231201, 7.654820919036865, 7.68961763381958]",sae,286,Pre-32
1,beta,41,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2384,97,10,2384,220,0.6165811964894152,0.4858815426997245,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.853243350982666, 7.694849967956543, 7.735452651977539, 7.822206497192383, 7.641590118408203, 7.69268798828125, 7.728256702423096, 7.7240681648254395, 7.735787868499756, 7.7068772315979]",sae,286,Pre-32
1,beta,9,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2196,97,10,2196,220,0.5501944209136618,0.5306670074111934,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.939852714538574, 7.9113335609436035, 7.898563861846924, 7.925840377807617, 7.93495512008667, 7.900213241577148, 7.960214614868164, 7.917150974273682, 7.982003211975098, 7.985293388366699]",sae,286,Pre-32
1,beta,19,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,206,0.5245740138653426,0.5883150756390192,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.19326114654541, 8.250785827636719, 8.207052230834961, 8.216940879821777, 8.233726501464844, 8.153850555419922, 8.181106567382812, 8.081978797912598, 8.18533706665039, 8.418052673339844]",sae,286,Pre-32
1,beta,27,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,272,0.4121103331929859,0.6013629792799614,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.255050659179688, 8.158855438232422, 8.267858505249023, 8.200575828552246, 8.247369766235352, 8.250901222229004, 8.200544357299805, 8.151225090026855, 8.160609245300293, 8.20316219329834]",sae,286,Pre-32
1,beta,18,0.025,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2140,97,10,2140,220,0.5219157003190431,0.4877846790890269,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.571998119354248, 7.369813919067383, 7.641102313995361, 7.3756303787231445, 7.286407947540283, 7.268221378326416, 7.27775764465332, 7.349283695220947, 7.5695390701293945, 7.347872257232666]",sae,286,Pre-32
1,beta,10,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,206,0.5042831430848206,0.6132498695878978,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.19318675994873, 8.372882843017578, 8.3279447555542, 8.255694389343262, 8.369572639465332, 8.276668548583984, 8.364785194396973, 8.312223434448242, 8.335741996765137, 8.237471580505371]",sae,286,Pre-32
1,beta,33,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2200,97,10,2200,324,0.4023002304688091,0.4492788461538461,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.143214225769043, 8.130549430847168, 8.095968246459961, 8.161650657653809, 8.25027084350586, 8.317045211791992, 8.125032424926758, 8.187742233276367, 8.139130592346191, 8.123568534851074]",sae,286,Pre-32
1,beta,19,0.025,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,206,0.5266564871110079,0.5898800208659363,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.643984317779541, 7.662439346313477, 7.642854690551758, 7.65626859664917, 7.671996593475342, 7.600740432739258, 7.62103271484375, 7.521245002746582, 7.622657775878906, 7.8752827644348145]",sae,286,Pre-32
1,beta,11,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2332,97,10,2332,286,0.5220410807967549,0.266556476916181,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.963489055633545, 8.057018280029297, 8.084511756896973, 8.042559623718262, 7.929023265838623, 8.055586814880371, 8.008089065551758, 8.000457763671875, 8.140386581420898, 8.007966995239258]",sae,286,Pre-32
1,beta,4,0.035,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5650415752103167,0.652892561983471,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.47214412689209, 6.427321910858154, 6.51715612411499, 6.400503158569336, 6.372288227081299, 6.521616458892822, 6.4886040687561035, 6.464498996734619, 6.444352149963379, 6.553332328796387]",sae,286,Pre-32
1,beta,4,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5587559977898643,0.6599999999999999,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.315370082855225, 7.2479753494262695, 7.336779594421387, 7.228860855102539, 7.194121360778809, 7.336825370788574, 7.2951226234436035, 7.282721042633057, 7.287125587463379, 7.376552581787109]",sae,286,Pre-32
1,beta,46,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.423960493661811,0.7654232424677189,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.234556198120117, 7.303432464599609, 7.232671737670898, 7.275543689727783, 7.2876362800598145, 7.231799125671387, 7.399043560028076, 7.205547332763672, 7.398082256317139, 7.256986618041992]",sae,286,Pre-32
1,beta,48,0.015,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5328275035188823,0.5343300110741971,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.062325477600098, 8.06765365600586, 8.132363319396973, 8.038142204284668, 8.091818809509277, 8.043391227722168, 8.11777114868164, 8.09565544128418, 8.063182830810547, 8.069930076599121]",sae,286,Pre-32
1,beta,32,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2290,97,10,2290,286,0.5032710426145794,0.3560090702947846,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.379327297210693, 7.422773838043213, 7.372511863708496, 7.375755786895752, 7.358365058898926, 7.338839054107666, 7.403364658355713, 7.443750381469727, 7.389529705047607, 7.332639217376709]",sae,286,Pre-32
1,beta,5,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2238,97,10,2238,220,0.5249882685395082,0.5532977732622132,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.798013687133789, 7.8541154861450195, 7.827347755432129, 7.82853364944458, 7.793118476867676, 7.785140514373779, 7.871081352233887, 7.841736316680908, 7.805201053619385, 7.7857255935668945]",sae,286,Pre-32
1,beta,24,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2276,97,10,2276,220,0.5751023533156907,0.4520786656708986,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.427133560180664, 8.484356880187988, 8.664703369140625, 8.426162719726562, 8.646852493286133, 8.479449272155762, 8.395251274108887, 8.382878303527832, 8.543865203857422, 8.376212120056152]",sae,286,Pre-32
1,beta,5,0.035,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2238,97,10,2238,220,0.5258434853981855,0.5525357717382101,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.963563919067383, 7.023808002471924, 7.004584789276123, 6.993947982788086, 6.962778568267822, 6.954049587249756, 6.977456092834473, 6.993247985839844, 6.974976062774658, 6.951108455657959]",sae,286,Pre-32
1,beta,47,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2234,97,10,2234,220,0.5369420571243165,0.6707468364899513,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.418516159057617, 8.335095405578613, 8.163551330566406, 8.081809043884277, 8.155988693237305, 8.196730613708496, 8.294465065002441, 8.277361869812012, 8.327842712402344, 8.351322174072266]",sae,286,Pre-32
1,beta,22,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.3837010328755658,0.3533527422990232,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.485213279724121, 8.354278564453125, 8.628755569458008, 8.438774108886719, 8.480477333068848, 8.484129905700684, 8.442150115966797, 8.532058715820312, 8.46704387664795, 8.401175498962402]",sae,286,Pre-32
1,beta,49,0.015,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2356,97,10,2356,220,0.4313926156890057,0.5035055160325806,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.681150913238525, 7.7572479248046875, 7.632387638092041, 7.61196756362915, 7.713092803955078, 7.714210033416748, 7.697526931762695, 7.723636627197266, 7.656189441680908, 7.662688255310059]",sae,286,Pre-32
1,beta,26,0.034,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5841869908587007,0.5046284816927019,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.814835548400879, 6.874535083770752, 6.815430164337158, 6.832040309906006, 6.762994766235352, 6.7399139404296875, 6.826394081115723, 6.761435508728027, 6.8259124755859375, 6.758120059967041]",sae,286,Pre-32
1,beta,10,0.0159,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,206,0.5047260978276771,0.6132498695878978,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.967716217041016, 8.151485443115234, 8.106856346130371, 8.033702850341797, 8.150078773498535, 8.054098129272461, 8.143930435180664, 8.089302062988281, 8.1148681640625, 8.013874053955078]",sae,286,Pre-32
1,beta,40,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.508009358909333,0.6421087922219428,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.038533210754395, 8.076013565063477, 8.230422973632812, 8.28187084197998, 8.022486686706543, 8.196822166442871, 8.225916862487793, 8.095574378967285, 8.035151481628418, 7.987837791442871]",sae,286,Pre-32
1,beta,33,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2200,97,10,2200,324,0.4024202588862984,0.4492788461538461,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.870110511779785, 7.859000205993652, 7.821404457092285, 7.885368824005127, 7.983391284942627, 8.050886154174805, 7.8535284996032715, 7.9140424728393555, 7.865589141845703, 7.850951194763184]",sae,286,Pre-32
1,beta,36,0.029,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2380,97,10,2380,220,0.5589601608779193,0.4030408773678963,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.94546365737915, 7.913776397705078, 8.026116371154785, 7.94620418548584, 8.028425216674805, 7.948791027069092, 7.9690423011779785, 7.931323528289795, 7.9290032386779785, 7.993835926055908]",sae,286,Pre-32
1,beta,0,0.02,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2078,97,10,2078,286,0.4644725984769268,0.4176065162907268,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.558006763458252, 7.496639728546143, 7.377443313598633, 7.434961318969727, 7.353577136993408, 7.437197208404541, 7.492578029632568, 7.4932379722595215, 7.33701753616333, 7.395586967468262]",sae,286,Pre-32
1,beta,38,0.0159,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2328,97,10,2328,206,0.5387520103240067,0.5789626195305707,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.737069129943848, 6.698522090911865, 6.654764652252197, 6.690958023071289, 6.636381149291992, 6.766075611114502, 6.620060443878174, 6.6480255126953125, 6.812582492828369, 6.706899642944336]",sae,286,Pre-32
1,beta,34,0.022,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2686,97,10,2686,286,0.4410197498544229,0.8073968776497581,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.53432035446167, 7.4689531326293945, 7.4566426277160645, 7.482498645782471, 7.486562252044678, 7.556567192077637, 7.449366569519043, 7.435518741607666, 7.47818660736084, 7.501999378204346]",sae,286,Pre-32
1,beta,36,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2380,97,10,2380,220,0.558097111730342,0.4050348953140578,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.423178672790527, 8.392621994018555, 8.500032424926758, 8.42199993133545, 8.500579833984375, 8.425085067749023, 8.509928703308105, 8.410248756408691, 8.40738582611084, 8.46941089630127]",sae,286,Pre-32
1,beta,4,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5618900594931489,0.653305785123967,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.049818992614746, 6.970419883728027, 7.06158971786499, 6.951315879821777, 6.914602756500244, 7.062094211578369, 7.024104595184326, 7.007514476776123, 6.971438407897949, 7.126065254211426]",sae,286,Pre-32
1,beta,25,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2158,97,10,2158,220,0.4156396088865046,0.7630585813534609,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.813769340515137, 7.8855462074279785, 7.823281764984131, 7.8989105224609375, 7.808492183685303, 7.867982387542725, 7.796339511871338, 7.95400857925415, 7.817741394042969, 7.844211578369141]",sae,286,Pre-32
1,beta,44,0.038,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.6715054271830894,0.4636355939378546,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.549675941467285, 6.470347881317139, 6.505127906799316, 6.475637435913086, 6.456472396850586, 6.438795566558838, 6.420838356018066, 6.471647262573242, 6.487483978271484, 6.503006458282471]",sae,286,Pre-32
1,beta,16,0.016,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2262,97,10,2262,220,0.5528240333333041,0.3869874338624338,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.869619846343994, 7.787087440490723, 7.908006191253662, 7.8033013343811035, 7.9887003898620605, 7.7195634841918945, 7.73845911026001, 7.770749568939209, 7.7677435874938965, 7.886755466461182]",sae,286,Pre-32
1,beta,46,0.025,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.4241279385423033,0.7677546628407461,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.651695251464844, 6.727372646331787, 6.645928382873535, 6.68944787979126, 6.706260681152344, 6.649356365203857, 6.821659564971924, 6.628538131713867, 6.772493839263916, 6.677143096923828]",sae,286,Pre-32
1,beta,20,0.015,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2182,97,10,2182,220,0.527930801847681,0.4376078466987558,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.445780277252197, 7.52320671081543, 7.289487361907959, 7.477809429168701, 7.441530704498291, 7.292369842529297, 7.409055233001709, 7.280091285705566, 7.406293869018555, 7.505183696746826]",sae,286,Pre-32
1,beta,12,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2408,97,10,2408,220,0.5301036808878474,0.5448113207547169,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.229207992553711, 8.229930877685547, 8.418496131896973, 8.343525886535645, 8.224733352661133, 8.171382904052734, 8.25903606414795, 8.221714973449707, 8.248964309692383, 8.246644973754883]",sae,286,Pre-32
1,beta,2,0.028,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,220,0.4658846540819739,0.5548972080079002,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.084891319274902, 8.037532806396484, 8.07651424407959, 8.111509323120117, 8.090312957763672, 8.169828414916992, 8.057716369628906, 8.169097900390625, 8.103106498718262, 8.022743225097656]",sae,286,Pre-32
