n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
14,beta,0.27765860617200894,0.27186500158231114,0.24699793573484116,0.5,0.5879120879120879,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
15,beta,0.2776863238996404,0.27165208754493053,0.2470018947997756,0.5,0.5851648351648352,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
16,beta,0.27770914266277114,0.27167474123787205,0.2470054164289698,0.5,0.5865384615384616,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
17,beta,0.27772817698670477,0.2719214509328188,0.24700854588601315,0.5,0.5865384615384616,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
18,beta,0.2777443397118611,0.27168433969053607,0.24701141891889608,0.5,0.581043956043956,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
19,beta,0.2777581678197297,0.2717375638128815,0.24701408078043188,0.5,0.5769230769230769,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
20,beta,0.27777009082463106,0.2717058938370328,0.24701649377460047,0.5,0.5741758241758241,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
21,beta,0.27778053812138964,0.2716220259751594,0.24701878609722777,0.5,0.5741758241758241,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
22,beta,0.2777896976231417,0.27168176185369963,0.24702085972601595,0.5,0.5728021978021978,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
23,beta,0.27779778401862104,0.27173849603330114,0.24702288055477784,0.5,0.5714285714285714,0.6510989010989011,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
24,beta,0.27780503877676405,0.2715861863713808,0.2470247807219657,0.5,0.5714285714285714,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
25,beta,0.2778115290098096,0.27066963395968785,0.247026620552458,0.5,0.5508241758241759,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
26,beta,0.2778173486352991,0.2717940122185512,0.24702830956510818,0.5,0.5714285714285714,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
27,beta,0.277822631784206,0.27085100018515723,0.24702998348589425,0.5,0.5494505494505495,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
28,beta,0.277827445530381,0.27171254346711793,0.2470316347750153,0.5,0.5370879120879121,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
29,beta,0.2778318167150973,0.2715921256758908,0.2470331201717805,0.5,0.5439560439560439,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
30,beta,0.2778358258087137,0.2709562530099442,0.2470345603195074,0.5,0.5480769230769231,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
31,beta,0.2778395264591679,0.27093957535015967,0.2470359325990587,0.5,0.5480769230769231,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
32,beta,0.2778429186787845,0.2711741781617754,0.24703769694728073,0.5,0.5521978021978022,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
33,beta,0.2778460695176125,0.271625344979725,0.24703895611116955,0.5,0.5659340659340659,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
34,beta,0.2778489789838636,0.27130096057921455,0.24704018510925504,0.5,0.5521978021978022,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
35,beta,0.2778517141225104,0.2712349191551743,0.24704155735756145,0.5,0.5494505494505495,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
36,beta,0.27785422130928455,0.2705314433108275,0.24704270340525075,0.5,0.5315934065934066,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
37,beta,0.27785658099381766,0.27152057104528066,0.24704382682841755,0.5,0.5521978021978022,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
38,beta,0.2778587797727325,0.27160750142438633,0.24704495024647566,0.5,0.5521978021978022,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
39,beta,0.27786088468502645,0.2714633796312632,0.2470460133420811,0.5,0.5521978021978022,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
40,beta,0.27786280188425894,0.2707658494112673,0.2470470839727482,0.5,0.5357142857142857,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
41,beta,0.2778646654428625,0.2708191852664419,0.24704812444035937,0.5,0.5398351648351648,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
42,beta,0.2778663412942426,0.27201438871272876,0.24704914982444257,0.5,0.5233516483516483,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
43,beta,0.2778680037288254,0.27076773429813766,0.24705017520426992,0.5,0.5370879120879121,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
44,beta,0.27786951868071097,0.27193643818470226,0.24705091407827195,0.5,0.5247252747252746,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
45,beta,0.27787099340470145,0.2712767651093487,0.24705190929282272,0.5,0.5288461538461539,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
46,beta,0.2778723876820036,0.2717478728961254,0.24705290450336442,0.5,0.5233516483516483,0.6497252747252747,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
47,beta,0.27787370151382845,0.27148009372326803,0.24705383939446382,0.5,0.5343406593406593,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
48,beta,0.27787496171402765,0.2716480420438228,0.2470547742820254,0.5,0.5494505494505495,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
49,beta,0.2778761548770341,0.27063286985711293,0.2470557167054222,0.5,0.5398351648351648,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
50,beta,0.2778772810037114,0.2713976797091491,0.2470566365071909,0.5,0.5233516483516483,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
51,beta,0.27787835350106593,0.2710966181534633,0.24705754122690135,0.5,0.5439560439560439,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
52,beta,0.2778793991820011,0.2703154117228955,0.2470584233254292,0.5,0.532967032967033,0.6483516483516484,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
53,beta,0.2778803778285424,0.2717062914483547,0.24705929788154424,0.5,0.5398351648351648,0.646978021978022,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
54,beta,0.27788132965954343,0.270699044399139,0.24706015735608935,0.5,0.5398351648351648,0.646978021978022,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",raw
