seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
5,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4281152570966342
40,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4419096211760112
30,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4701615696533514
16,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4424845260673202
36,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4883526864247519
48,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4688909636576391
28,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4631405891852665
20,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4289777268849999
29,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4481152622808892
33,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4512532974027586
17,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4782228313661503
45,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4326436742936689
41,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4581437061805059
37,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4617780521475967
49,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4724072360001782
21,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4465899798972377
44,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4515387789557739
25,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4476997068126418
