seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
23,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.570997910578947,0.4731629390698492
32,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5548006918284556,0.4305802348030152
16,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.5696813801909343,0.4722424421780998
40,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5978642642961861,0.4317936518137992
29,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.58678625884235,0.4636385062855834
24,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,10.0,2.0,0.5578406340594164,0.4861366170670698
12,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.6152336597404665,0.4325769203338742
36,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.581111186887631,0.4616531699866788
28,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5564677066607117,0.4764092777515059
48,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.6021489131828086,0.4193317436218199
20,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.5893161768289711,0.4213082250376226
44,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.60809906291834,0.4102281598223468
49,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5874780153835701,0.4516457220297008
9,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.5995806942429496,0.4181703277503392
17,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5726695553250577,0.4490093406531901
13,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.5968552034572268,0.4771435119399659
21,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.620934884745265,0.4323511446591688
37,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.593153839806153,0.4627186741532906
41,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.6040361882141925,0.4159103224464163
45,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.5826681246582832,0.4848345760518803
25,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,20.0,2.0,0.57201352066907,0.4883253459092746
33,bernoulli,1,none,1.0,1.0,raw,none,,1,32.0,50.0,2.0,0.5535979025889917,0.4555771674125093
1,bernoulli,1,none,1.0,1.0,raw,none,,1,858.0,,,0.5941448007774539,0.4732318242568233
2,bernoulli,1,none,1.0,1.0,raw,none,,1,858.0,,,0.6279092249317253,0.4182056219267636
0,bernoulli,1,none,1.0,1.0,raw,none,,1,858.0,,,0.589590920707942,0.4755974049527056
