seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
42,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4853972302230886,0.479591949713046
38,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5062834057549275,0.4701722027705001
27,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5207764638718992,0.4789068374505726
9,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5315696385952949,0.4664350887309352
12,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5006501572353945,0.4709191835533409
44,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5478157234616828,0.4700010770420152
32,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5135950355598939,0.4742943617041447
40,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4982649510553686,0.4700028841965019
16,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5033308958069224,0.4762949739832521
21,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5342660486023318,0.4601234586265507
24,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4763099696081623,0.4669335296946114
36,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4810513464991023,0.4891857924153148
28,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5193650808624701,0.4815667175365731
13,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5234280699245395,0.4646083973280475
49,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5489630975502788,0.478112358349994
45,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5342893849751307,0.4702303241150269
33,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5001585574158024,0.4616065584512654
17,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.518031207133059,0.4835972232724688
41,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.508687889988375,0.4832462726346649
37,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5815208275271214,0.4755584270189074
29,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4772480722166257,0.47700022309476
25,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5721207199587293,0.4564369282505383
