seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
43,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4924583589857456,0.4744977152521179
30,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5263258995502248,0.4780372875765261
22,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5469372795161955,0.4667069735604149
34,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4738663643638303,0.4785932983884508
46,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4947022082758885,0.4726537278793762
38,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5106310400979311,0.4670223505544833
12,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5009211701461485,0.4692354390736066
8,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5336846718580506,0.4712725317498763
16,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5032121063102131,0.4730132465080341
28,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5220482553638222,0.476970248028239
40,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4967465840726012,0.4682855212195334
32,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5136731278761679,0.4721530410947404
24,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4758323835884077,0.4713915938241265
48,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5111085384799235,0.4649583210519383
20,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4826501170010112,0.4591019175559022
36,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4910096947935367,0.4829318019540175
13,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.522975197115793,0.4749735937809594
44,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5480798597895904,0.4664069746002243
25,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5721522129043094,0.4574560652675263
21,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5341747436437703,0.4594320670512262
29,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4770326808062657,0.4798346265883848
33,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5012209576212718,0.4688856246566195
9,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5315705518484244,0.4669053179179669
49,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5492038158801553,0.4814699487785746
17,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5206577503429355,0.4777878969144199
45,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5351130602357561,0.4674725610157047
37,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5816324358220049,0.4696087282969924
41,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5138179803341851,0.47610497008555663
