seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
31,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4445417158239015
14,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4591714031554432
46,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4615332907110414
18,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4504968622111067
39,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.438209860388289
22,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4667264494182629
47,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4354575882471161
26,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4764281380524363
7,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4380334088776521
34,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4686066090293984
10,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4695656197356816
19,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4457826140630572
42,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.466325881397885
38,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4490209392728663
27,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4949105488023869
9,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4581355423124148
12,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4415568710853876
44,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.464199356809053
32,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4788887593247538
40,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4502312403842324
16,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4489018856889358
21,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4552933507334074
24,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4503105330573175
36,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.5089011627121017
28,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4755706471329246
13,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4865503531123754
49,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4881798448168762
45,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.434926005323809
33,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4637152011236047
17,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4973358913739146
41,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.471190251956771
37,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4756487387799741
29,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.45564138566159
25,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.45814526738173816
