seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
20,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6849060611227394,0.4182960084713321,8,2,30,2
36,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6065091561938958,0.4510056160431246,18,2,30,2
44,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6257322483270806,0.4350449445405107,24,2,30,2
32,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.6293424905870868,0.4405832128798193,8,2,30,2
49,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6381040628637568,0.4459266777302573,16,2,30,2
16,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6510341392072396,0.4328042997003423,19,2,30,2
48,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.604949659416826,0.446073467508386,2,2,30,2
9,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6594509522185963,0.4319633727187081,28,2,30,2
45,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6777361537607198,0.4215616899486815,7,2,30,2
17,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.6428168724279836,0.442565055176085,3,2,30,2
25,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.6247832985411268,0.4348572030489681,6,2,30,2
33,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6165629600703942,0.4365228059836648,29,2,30,2
37,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6637216269779829,0.4316618210779552,4,2,30,2
21,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.6695610338530693,0.4268133096814348,3,2,30,2
13,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.6727556974271813,0.4348652385373788,4,2,30,2
41,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.647628227271904,0.4364217857439143,11,2,30,2
