seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
18,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4928112635209037,0.4794662219939797
28,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5200678812152852,0.4746664350455278
9,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5213646437095124,0.4670093483765198
16,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.503968910361829,0.4698113505714913
25,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5683018253911124,0.4571805530784289
12,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4985689697060947,0.4673006858357793
24,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.4714113209595137,0.4711683989130802
20,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4633567090378871,0.4635228213933523
48,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4863520255736137,0.4658709484545451
17,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5176769547325102,0.4743509727293543
40,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4920872845926379,0.4677721154944866
36,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.477462118491921,0.4780889983741139
13,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.515818462175953,0.474333600586132
32,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4964548180170129,0.4718255238142185
44,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5501144143255193,0.4639043853300862
49,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5440141924889286,0.479169997604513
5,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.4896984935079759,0.4637266889918659
21,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5307163927517909,0.4585114660316557
41,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.514559461885537,0.4716958621709121
29,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4782893323773827,0.4770269632006295
37,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5845123169107856,0.4663538246786899
33,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.49882752687777515,0.46637713343025744
